entry_number,gulper_id,task,subtask,entry_start_time,entry_end_time,duration_seconds,job_id,source_file,job_date
71,14,Earthworks,Dig trench,14:42:21,14:46:19,238,2026-06-13_03,2026-06-13_02.csv,2026-06-13
72,14,Rest,NA,14:46:19,14:51:21,302.1,2026-06-13_03,2026-06-13_02.csv,2026-06-13
73,23,Earthworks,Dig trench,14:46:32,14:48:50,138.6,2026-06-13_03,2026-06-13_02.csv,2026-06-13
74,23,Rest,NA,14:48:50,14:49:02,11.2,2026-06-13_03,2026-06-13_02.csv,2026-06-13
75,4,Earthworks,Dig trench,14:48:57,14:52:30,213.1,2026-06-13_03,2026-06-13_02.csv,2026-06-13
76,23,Earthworks,Dig trench,14:49:02,14:49:40,38.3,2026-06-13_03,2026-06-13_02.csv,2026-06-13
77,23,Rest,NA,14:49:40,14:49:58,17.7,2026-06-13_03,2026-06-13_02.csv,2026-06-13
78,23,Earthworks,Dig trench,14:49:58,14:50:07,9.8,2026-06-13_03,2026-06-13_02.csv,2026-06-13
79,23,Rest,NA,14:50:07,14:50:19,11.7,2026-06-13_03,2026-06-13_02.csv,2026-06-13
80,23,Earthworks,Dig trench,14:50:19,14:50:29,10,2026-06-13_03,2026-06-13_02.csv,2026-06-13
81,23,Rest,NA,14:50:29,14:51:19,50.3,2026-06-13_03,2026-06-13_02.csv,2026-06-13
82,23,Communication,With other gulper(s),14:51:19,14:51:48,28.6,2026-06-13_03,2026-06-13_02.csv,2026-06-13
83,14,Communication,With other gulper(s),14:51:21,14:51:50,29,2026-06-13_03,2026-06-13_02.csv,2026-06-13
84,23,Rest,NA,14:51:48,14:51:58,9.6,2026-06-13_03,2026-06-13_02.csv,2026-06-13
85,14,Rest,NA,14:51:50,14:52:34,44,2026-06-13_03,2026-06-13_02.csv,2026-06-13
86,23,Communication,With other gulper(s),14:51:58,14:52:03,5.5,2026-06-13_03,2026-06-13_02.csv,2026-06-13
87,23,Rest,NA,14:52:03,14:52:25,21.6,2026-06-13_03,2026-06-13_02.csv,2026-06-13
88,23,Communication,With other gulper(s),14:52:25,14:52:40,15.4,2026-06-13_03,2026-06-13_02.csv,2026-06-13
89,4,Rest,NA,14:52:30,14:56:49,258.4,2026-06-13_03,2026-06-13_02.csv,2026-06-13
90,14,Earthworks,Dig trench,14:52:34,14:56:42,247,2026-06-13_03,2026-06-13_02.csv,2026-06-13
91,23,Rest,NA,14:52:40,14:56:54,253.6,2026-06-13_03,2026-06-13_02.csv,2026-06-13
92,4,Earthworks,Dig trench,14:56:49,15:02:53,364.2,2026-06-13_03,2026-06-13_02.csv,2026-06-13
93,14,Rest,NA,14:56:52,15:04:21,448.8,2026-06-13_03,2026-06-13_02.csv,2026-06-13
94,23,Communication,With other gulper(s),14:56:54,14:57:13,19.5,2026-06-13_03,2026-06-13_02.csv,2026-06-13
95,23,Rest,NA,14:57:13,15:02:57,343.4,2026-06-13_03,2026-06-13_02.csv,2026-06-13
96,23,Earthworks,Dig trench,15:02:57,15:04:09,71.9,2026-06-13_03,2026-06-13_02.csv,2026-06-13
97,4,Rest,NA,15:03:06,15:05:56,170.2,2026-06-13_03,2026-06-13_02.csv,2026-06-13
98,14,Earthworks,Dig trench,15:04:21,15:05:51,89.9,2026-06-13_03,2026-06-13_02.csv,2026-06-13
99,23,Rest,NA,15:04:21,15:13:20,539,2026-06-13_03,2026-06-13_02.csv,2026-06-13
100,14,Rest,NA,15:05:51,15:13:23,452,2026-06-13_03,2026-06-13_02.csv,2026-06-13
101,4,Earthworks,Dig trench,15:05:56,15:15:51,595.6,2026-06-13_03,2026-06-13_02.csv,2026-06-13
102,23,Communication,With other gulper(s),15:13:20,15:13:44,23.5,2026-06-13_03,2026-06-13_02.csv,2026-06-13
103,14,Communication,With other gulper(s),15:13:23,15:13:47,24.2,2026-06-13_03,2026-06-13_02.csv,2026-06-13
104,23,Rest,NA,15:13:44,15:15:06,82.5,2026-06-13_03,2026-06-13_02.csv,2026-06-13
105,14,Rest,NA,15:13:47,15:14:20,33.1,2026-06-13_03,2026-06-13_02.csv,2026-06-13
106,14,Communication,With other gulper(s),15:14:20,15:16:05,104.9,2026-06-13_03,2026-06-13_02.csv,2026-06-13
107,23,Equipment,Cleaning,15:15:06,15:15:47,40.9,2026-06-13_03,2026-06-13_02.csv,2026-06-13
108,23,Communication,With other gulper(s),15:15:47,15:15:57,9.3,2026-06-13_03,2026-06-13_02.csv,2026-06-13
109,4,Rest,NA,15:15:51,15:17:32,100.8,2026-06-13_03,2026-06-13_02.csv,2026-06-13
110,23,Earthworks,Dig trench,15:15:57,15:18:32,155.2,2026-06-13_03,2026-06-13_02.csv,2026-06-13
111,14,Rest,NA,15:16:05,15:17:34,89.2,2026-06-13_03,2026-06-13_02.csv,2026-06-13
112,4,Communication,With other gulper(s),15:17:32,15:17:43,10.4,2026-06-13_03,2026-06-13_02.csv,2026-06-13
113,14,Communication,With other gulper(s),15:17:34,15:17:45,10.7,2026-06-13_03,2026-06-13_02.csv,2026-06-13
114,4,Rest,NA,15:17:43,15:27:33,590.3,2026-06-13_03,2026-06-13_02.csv,2026-06-13
115,14,Rest,NA,15:17:45,15:28:05,619.7,2026-06-13_03,2026-06-13_02.csv,2026-06-13
116,23,Earthworks,Put hole in pit liner,15:18:32,15:27:28,536.6,2026-06-13_03,2026-06-13_02.csv,2026-06-13
117,23,Rest,NA,15:27:28,15:27:42,13.8,2026-06-13_03,2026-06-13_02.csv,2026-06-13
118,4,Superstructure,Inspection,15:27:33,15:27:51,18.2,2026-06-13_03,2026-06-13_02.csv,2026-06-13
119,23,Communication,With client(s),15:27:42,15:28:28,46.2,2026-06-13_03,2026-06-13_02.csv,2026-06-13
120,4,Equipment,Maneuvering,15:27:51,15:28:20,29,2026-06-13_03,2026-06-13_02.csv,2026-06-13
121,14,Equipment,Maneuvering,15:28:05,15:29:53,108.2,2026-06-13_03,2026-06-13_02.csv,2026-06-13
122,4,Fluidizing,Mixing,15:28:20,15:34:38,378.3,2026-06-13_03,2026-06-13_02.csv,2026-06-13
123,23,Extraction,Removing sludge,15:28:28,15:29:06,37.2,2026-06-13_03,2026-06-13_02.csv,2026-06-13
124,23,Extraction,Pulling out trash,15:29:06,15:29:47,41.4,2026-06-13_03,2026-06-13_02.csv,2026-06-13
125,23,Extraction,Removing sludge,15:29:47,15:40:19,631.7,2026-06-13_03,2026-06-13_02.csv,2026-06-13
126,14,Rest,NA,15:29:53,15:32:20,146.9,2026-06-13_03,2026-06-13_02.csv,2026-06-13
127,14,Fluidizing,Mixing,15:32:20,15:33:43,83.7,2026-06-13_03,2026-06-13_02.csv,2026-06-13
128,14,Rest,NA,15:33:43,15:34:24,40.3,2026-06-13_03,2026-06-13_02.csv,2026-06-13
129,14,Fluidizing,Mixing,15:34:24,15:37:00,155.7,2026-06-13_03,2026-06-13_02.csv,2026-06-13
130,4,Rest,NA,15:34:38,15:36:57,138.6,2026-06-13_03,2026-06-13_02.csv,2026-06-13
131,4,Fluidizing,Mixing,15:36:57,15:40:01,184.3,2026-06-13_03,2026-06-13_02.csv,2026-06-13
132,14,Rest,NA,15:37:00,15:38:19,79.5,2026-06-13_03,2026-06-13_02.csv,2026-06-13
133,14,Communication,With other gulper(s),15:38:19,15:38:27,7.9,2026-06-13_03,2026-06-13_02.csv,2026-06-13
134,14,Rest,NA,15:38:27,15:39:58,91.1,2026-06-13_03,2026-06-13_02.csv,2026-06-13
135,14,Fluidizing,Mixing,15:39:58,15:42:36,157.6,2026-06-13_03,2026-06-13_02.csv,2026-06-13
136,4,Communication,With other gulper(s),15:40:01,15:41:02,61,2026-06-13_03,2026-06-13_02.csv,2026-06-13
137,23,Communication,With other gulper(s),15:40:19,15:40:29,10.4,2026-06-13_03,2026-06-13_02.csv,2026-06-13
138,23,Extraction,Removing sludge,15:40:29,15:41:08,39.2,2026-06-13_03,2026-06-13_02.csv,2026-06-13
139,4,Rest,NA,15:41:02,15:42:01,59.1,2026-06-13_03,2026-06-13_02.csv,2026-06-13
140,23,Communication,With other gulper(s),15:41:08,15:41:14,6.1,2026-06-13_03,2026-06-13_02.csv,2026-06-13
141,23,Extraction,Removing sludge,15:41:14,15:46:26,311.2,2026-06-13_03,2026-06-13_02.csv,2026-06-13
142,4,Communication,With client(s),15:42:03,15:42:16,12.6,2026-06-13_03,2026-06-13_02.csv,2026-06-13
143,4,Rest,NA,15:42:16,15:42:31,15.5,2026-06-13_03,2026-06-13_02.csv,2026-06-13
144,4,Fluidizing,Mixing,15:42:31,15:44:35,124.4,2026-06-13_03,2026-06-13_02.csv,2026-06-13
145,14,Rest,NA,15:42:36,15:44:38,122.2,2026-06-13_03,2026-06-13_02.csv,2026-06-13
146,4,Communication,With other gulper(s),15:44:35,15:44:47,11.6,2026-06-13_03,2026-06-13_02.csv,2026-06-13
147,14,Fluidizing,Mixing,15:44:38,15:45:29,50.9,2026-06-13_03,2026-06-13_02.csv,2026-06-13
148,4,Communication,With client(s),15:44:47,15:45:02,14.6,2026-06-13_03,2026-06-13_02.csv,2026-06-13
149,4,Fluidizing,Fetching water,15:45:02,15:45:14,12.8,2026-06-13_03,2026-06-13_02.csv,2026-06-13
150,4,Fluidizing,Adding water,15:45:14,15:45:32,17.1,2026-06-13_03,2026-06-13_02.csv,2026-06-13
151,14,Rest,NA,15:45:29,15:50:07,278.2,2026-06-13_03,2026-06-13_02.csv,2026-06-13
152,4,Communication,With other gulper(s),15:45:32,15:46:14,42,2026-06-13_03,2026-06-13_02.csv,2026-06-13
153,4,Rest,NA,15:46:14,15:48:55,161.1,2026-06-13_03,2026-06-13_02.csv,2026-06-13
154,23,Communication,With other gulper(s),15:46:26,15:46:43,17,2026-06-13_03,2026-06-13_02.csv,2026-06-13
155,23,Extraction,Removing sludge,15:46:43,15:53:55,432.8,2026-06-13_03,2026-06-13_02.csv,2026-06-13
156,4,Fluidizing,Mixing,15:48:55,15:50:05,70,2026-06-13_03,2026-06-13_02.csv,2026-06-13
157,4,Communication,With other gulper(s),15:50:05,15:50:19,14.4,2026-06-13_03,2026-06-13_02.csv,2026-06-13
158,14,Communication,With other gulper(s),15:50:07,15:50:15,8,2026-06-13_03,2026-06-13_02.csv,2026-06-13
159,14,Rest,NA,15:50:15,15:51:09,54,2026-06-13_03,2026-06-13_02.csv,2026-06-13
160,4,Rest,NA,15:50:19,15:50:25,6.1,2026-06-13_03,2026-06-13_02.csv,2026-06-13
161,4,Fluidizing,Adding water,15:50:25,15:50:43,17.4,2026-06-13_03,2026-06-13_02.csv,2026-06-13
162,4,Communication,With other gulper(s),15:50:43,15:50:46,3.2,2026-06-13_03,2026-06-13_02.csv,2026-06-13
163,4,Fluidizing,Fetching water,15:50:46,15:51:16,30.2,2026-06-13_03,2026-06-13_02.csv,2026-06-13
164,14,Communication,With other gulper(s),15:51:09,15:51:37,28.2,2026-06-13_03,2026-06-13_02.csv,2026-06-13
165,4,Communication,With client(s),15:51:16,15:51:22,5.8,2026-06-13_03,2026-06-13_02.csv,2026-06-13
166,4,Fluidizing,Fetching water,15:51:22,15:51:39,16.9,2026-06-13_03,2026-06-13_02.csv,2026-06-13
167,14,Fluidizing,Mixing,15:51:37,15:53:34,116.7,2026-06-13_03,2026-06-13_02.csv,2026-06-13
168,4,Fluidizing,Adding water,15:51:39,15:51:54,15.7,2026-06-13_03,2026-06-13_02.csv,2026-06-13
169,4,Fluidizing,Fetching water,15:51:54,15:52:36,41.6,2026-06-13_03,2026-06-13_02.csv,2026-06-13
170,4,Rest,NA,15:52:36,15:53:02,25.9,2026-06-13_03,2026-06-13_02.csv,2026-06-13
171,4,Fluidizing,Fetching water,15:53:02,15:53:23,21.1,2026-06-13_03,2026-06-13_02.csv,2026-06-13
172,4,Fluidizing,Adding water,15:53:23,15:53:31,7.6,2026-06-13_03,2026-06-13_02.csv,2026-06-13
173,4,Communication,With other gulper(s),15:53:31,15:53:43,12.9,2026-06-13_03,2026-06-13_02.csv,2026-06-13
174,14,Communication,With other gulper(s),15:53:34,15:53:37,2.7,2026-06-13_03,2026-06-13_02.csv,2026-06-13
175,14,Fluidizing,Mixing,15:53:37,15:53:41,4.3,2026-06-13_03,2026-06-13_02.csv,2026-06-13
176,14,Rest,NA,15:53:41,15:54:37,56.5,2026-06-13_03,2026-06-13_02.csv,2026-06-13
177,4,Fluidizing,Mixing,15:53:43,15:54:41,57.8,2026-06-13_03,2026-06-13_02.csv,2026-06-13
178,23,Communication,With other gulper(s),15:53:55,15:54:07,11.7,2026-06-13_03,2026-06-13_02.csv,2026-06-13
179,23,Extraction,Removing sludge,15:54:07,15:59:03,295.8,2026-06-13_03,2026-06-13_02.csv,2026-06-13
180,14,Fluidizing,Mixing,15:54:37,15:57:10,153.1,2026-06-13_03,2026-06-13_02.csv,2026-06-13
181,4,Rest,NA,15:54:41,15:55:00,19.2,2026-06-13_03,2026-06-13_02.csv,2026-06-13
182,4,Communication,With other gulper(s),15:55:00,15:55:04,3.7,2026-06-13_03,2026-06-13_02.csv,2026-06-13
183,4,Fluidizing,Adding water,15:55:04,15:55:26,21.5,2026-06-13_03,2026-06-13_02.csv,2026-06-13
184,4,Fluidizing,Fetching water,15:55:26,15:56:42,76.6,2026-06-13_03,2026-06-13_02.csv,2026-06-13
185,4,Fluidizing,Adding water,15:56:42,15:56:59,16.4,2026-06-13_03,2026-06-13_02.csv,2026-06-13
186,4,Rest,NA,15:56:59,15:57:22,23.3,2026-06-13_03,2026-06-13_02.csv,2026-06-13
187,14,Equipment,Maneuvering,15:57:10,15:57:58,47.3,2026-06-13_03,2026-06-13_02.csv,2026-06-13
188,4,Communication,With other gulper(s),15:57:22,15:57:55,32.6,2026-06-13_03,2026-06-13_02.csv,2026-06-13
189,4,Communication,With client(s),15:57:55,15:58:19,24.8,2026-06-13_03,2026-06-13_02.csv,2026-06-13
190,14,Rest,NA,15:57:58,16:03:34,335.9,2026-06-13_03,2026-06-13_02.csv,2026-06-13
191,4,Rest,NA,15:58:19,15:58:48,28.3,2026-06-13_03,2026-06-13_02.csv,2026-06-13
192,4,Equipment,Maneuvering,15:58:48,15:59:44,56.5,2026-06-13_03,2026-06-13_02.csv,2026-06-13
193,23,Superstructure,Inspection,15:59:03,15:59:29,26.7,2026-06-13_03,2026-06-13_02.csv,2026-06-13
194,23,Extraction,Removing sludge,15:59:29,16:00:26,56.4,2026-06-13_03,2026-06-13_02.csv,2026-06-13
195,4,Superstructure,Inspection,15:59:44,16:00:07,22.4,2026-06-13_03,2026-06-13_02.csv,2026-06-13
196,4,Rest,NA,16:00:07,16:02:48,161.4,2026-06-13_03,2026-06-13_02.csv,2026-06-13
197,23,Rest,NA,16:00:26,16:00:56,30.6,2026-06-13_03,2026-06-13_02.csv,2026-06-13
198,23,Extraction,Removing sludge,16:00:56,16:02:12,75.9,2026-06-13_03,2026-06-13_02.csv,2026-06-13
199,23,Communication,With other gulper(s),16:02:12,16:02:29,16.7,2026-06-13_03,2026-06-13_02.csv,2026-06-13
200,23,Extraction,Removing sludge,16:02:29,16:02:44,14.7,2026-06-13_03,2026-06-13_02.csv,2026-06-13
201,23,Earthworks,Repair pit liner,16:02:44,16:03:44,60.8,2026-06-13_03,2026-06-13_02.csv,2026-06-13
202,4,Communication,With client(s),16:02:48,16:03:31,42.7,2026-06-13_03,2026-06-13_02.csv,2026-06-13
203,4,Equipment,Maneuvering,16:03:31,16:03:49,18.7,2026-06-13_03,2026-06-13_02.csv,2026-06-13
204,14,Equipment,Maneuvering,16:03:34,16:03:42,8.5,2026-06-13_03,2026-06-13_02.csv,2026-06-13
205,14,Rest,NA,16:03:42,16:06:53,191.1,2026-06-13_03,2026-06-13_02.csv,2026-06-13
206,23,Communication,With client(s),16:03:44,16:04:24,39.8,2026-06-13_03,2026-06-13_02.csv,2026-06-13
207,4,Rest,NA,16:03:49,16:04:31,41.8,2026-06-13_03,2026-06-13_02.csv,2026-06-13
208,23,Earthworks,Repair pit liner,16:04:24,16:05:34,69.8,2026-06-13_03,2026-06-13_02.csv,2026-06-13
209,4,Equipment,Maneuvering,16:04:31,16:04:53,22.4,2026-06-13_03,2026-06-13_02.csv,2026-06-13
210,4,Rest,NA,16:04:53,16:06:28,94.8,2026-06-13_03,2026-06-13_02.csv,2026-06-13
211,23,Communication,With client(s),16:05:34,16:06:17,43.2,2026-06-13_03,2026-06-13_02.csv,2026-06-13
212,23,Earthworks,Repair pit liner,16:06:17,16:06:50,32.9,2026-06-13_03,2026-06-13_02.csv,2026-06-13
213,4,Equipment,Maneuvering,16:06:28,16:06:42,13.6,2026-06-13_03,2026-06-13_02.csv,2026-06-13
214,4,Earthworks,Fill trench,16:06:42,16:14:49,487.1,2026-06-13_03,2026-06-13_02.csv,2026-06-13
215,23,Earthworks,Fill trench,16:06:50,16:11:33,282.6,2026-06-13_03,2026-06-13_02.csv,2026-06-13
216,14,Earthworks,Fill trench,16:06:53,16:07:11,18,2026-06-13_03,2026-06-13_02.csv,2026-06-13
217,14,Earthworks,Fill trench,16:07:11,16:17:04,592.4,2026-06-13_03,2026-06-13_02.csv,2026-06-13
218,23,Rest,NA,16:11:33,16:16:07,274.7,2026-06-13_03,2026-06-13_02.csv,2026-06-13
219,4,Equipment,Cleaning,16:14:49,16:15:15,26.1,2026-06-13_03,2026-06-13_02.csv,2026-06-13
220,4,Earthworks,Fill trench,16:15:15,16:18:20,184.8,2026-06-13_03,2026-06-13_02.csv,2026-06-13
221,23,Superstructure,Repair,16:16:07,16:16:17,9.2,2026-06-13_03,2026-06-13_02.csv,2026-06-13
222,23,Rest,NA,16:16:17,16:16:57,40.2,2026-06-13_03,2026-06-13_02.csv,2026-06-13
223,23,Earthworks,Fill trench,16:16:57,16:21:18,261.6,2026-06-13_03,2026-06-13_02.csv,2026-06-13
224,14,Superstructure,Inspection,16:17:04,16:17:54,50.3,2026-06-13_03,2026-06-13_02.csv,2026-06-13
225,14,Equipment,Maneuvering,16:17:54,16:17:58,4.1,2026-06-13_03,2026-06-13_02.csv,2026-06-13
226,14,Earthworks,Fill trench,16:17:58,16:19:49,110.6,2026-06-13_03,2026-06-13_02.csv,2026-06-13
227,4,Rest,NA,16:18:20,16:18:46,26.6,2026-06-13_03,2026-06-13_02.csv,2026-06-13
228,4,Earthworks,Fill trench,16:18:47,16:20:55,128.4,2026-06-13_03,2026-06-13_02.csv,2026-06-13
229,14,Communication,With other gulper(s),16:19:49,16:21:04,75,2026-06-13_03,2026-06-13_02.csv,2026-06-13
230,4,Equipment,Cleaning,16:20:56,16:30:35,579.3,2026-06-13_03,2026-06-13_02.csv,2026-06-13
231,14,Rest,NA,16:21:04,16:21:52,48.9,2026-06-13_03,2026-06-13_02.csv,2026-06-13
232,23,Equipment,Cleaning,16:21:18,16:21:31,13,2026-06-13_03,2026-06-13_02.csv,2026-06-13
233,23,Communication,With client(s),16:21:31,16:22:29,57.4,2026-06-13_03,2026-06-13_02.csv,2026-06-13
234,14,Equipment,Maneuvering,16:21:52,16:22:08,15.9,2026-06-13_03,2026-06-13_02.csv,2026-06-13
235,14,Fluidizing,Fetching water,16:22:08,16:22:39,30.7,2026-06-13_03,2026-06-13_02.csv,2026-06-13
236,23,Equipment,Cleaning,16:22:29,16:23:58,89,2026-06-13_03,2026-06-13_02.csv,2026-06-13
237,14,Equipment,Cleaning,16:22:39,16:28:51,372.4,2026-06-13_03,2026-06-13_02.csv,2026-06-13
238,23,Communication,With client(s),16:23:58,16:24:30,31.7,2026-06-13_03,2026-06-13_02.csv,2026-06-13
239,23,Equipment,Cleaning,16:24:30,16:28:29,239.7,2026-06-13_03,2026-06-13_02.csv,2026-06-13
240,23,Communication,With other gulper(s),16:29:26,16:30:35,69.1,2026-06-13_03,2026-06-13_02.csv,2026-06-13
241,14,Communication,With client(s),16:29:34,16:30:35,60.8,2026-06-13_03,2026-06-13_02.csv,2026-06-13
